QUESTION: Does transjugular intrahepatic portosystemic shunt (TIPS) improve outcomes for adults with hepatorenal syndrome?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does teaching critical appraisal skills to health professionals improve patient outcomes and care processes?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Does administering human albumin reduce mortality in critically ill patients?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does maintaining low haemoglobin thresholds during erythrocyte transfusion reduce mortality or morbidity in very low birth weight infants?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do calcium-channel blockers help treat tardive dyskinesia caused by antipsychotic medications?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is there a beneficial effect of the intervention on patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is there a beneficial effect of the treatment on patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is there a beneficial effect of the intervention on patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is valproic acid effective for treating chronic neuropathic pain and fibromyalgia?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Is progesterone an effective method for supporting the luteal phase in women undergoing assisted reproductive technology?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Is pain pharmacotherapy safe for people with rheumatoid arthritis and cardiovascular or renal conditions?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is combination pain therapy beneficial for people with inflammatory arthritis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are pharmacologic treatments effective for memory disorder in patients with multiple sclerosis?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Is matched sibling donor transplantation more effective than no donor for adults with acute lymphoblastic leukemia in first complete remission?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Is allogeneic hematopoietic stem cell transplantation effective and safe for treating severe transfusion-dependent ß-thalassemia?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do statins improve menstrual regularity and ovulation in women with polycystic ovary syndrome?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Is home-based asthma education more effective than standard care for children with asthma?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is stenting more effective than angioplasty alone for subclavian artery stenosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do sweet tasting solutions help reduce pain from needle procedures in children over one year old?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do interventions for eye movement disorders improve functional ability after a stroke?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do interventions for visual field defects after stroke improve patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do interventions aimed at informal caregivers of stroke survivors improve their caregiving experience?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do dietary and physical activity interventions based on the transtheoretical model lead to sustainable weight loss in overweight and obese adults?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Is rTMS an effective treatment for tinnitus compared to placebo?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do EGFR inhibitors improve treatment outcomes for women with advanced ovarian cancer?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do ACE inhibitors or angiotensin receptor blockers benefit patients with early chronic kidney disease who do not have diabetes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is Natalizumab effective in reducing relapses and disability in patients with relapsing-remitting multiple sclerosis?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Can preventing hyperglycemia improve clinical outcomes in very low birth weight infants?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Is a short course of antibiotics more effective than a prolonged course for treating hospital-acquired pneumonia in critically ill adults?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does vitamin A supplementation for mothers or infants reduce infant mortality and morbidity in low and middle income countries?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Does treating neonatal hyperglycemia in very low birth weight infants improve clinical outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does zinc supplementation help in the treatment of pneumonia in young children?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Does using a high dose of oxytocin improve outcomes for women delayed in labor?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does adding oral lactoferrin to antibiotics improve outcomes for neonates with sepsis or NEC?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does oral lactoferrin help prevent sepsis in preterm neonates?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is intravenous paracetamol effective for treating postoperative pain?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is there a clear best test for diagnosing gestational diabetes mellitus?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does dance/movement therapy improve outcomes for cancer patients compared to standard care alone?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Does calcium supplementation during pregnancy improve maternal and fetal outcomes?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does tocolysis provide benefits for women with preterm premature rupture of membranes?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Do inhaled corticosteroids provide better clinical outcomes than long-acting beta-agonists for COPD patients?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does vitamin A supplementation in term neonates help reduce mortality and morbidity in developing countries?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is shorter systemic corticosteroid treatment effective for acute exacerbations of COPD?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is three or more doses of SP more effective than two doses for preventing malaria in HIV-positive pregnant women?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is induced hypothermia effective for protecting the brain during surgery?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does iron supplementation increase the risk of malaria or death in children?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are glucagon-like peptide analogues effective in improving blood sugar control in type 2 diabetes?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Can non-pharmacological interventions effectively manage acute pain in infants and young children?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is azithromycin more effective than other antibiotics for treating uncomplicated enteric fever?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are minimally invasive techniques for treating great saphenous varicose veins as effective as conventional surgery?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does pulmonary rehabilitation after COPD exacerbations reduce future hospital admissions and improve patient outcomes?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do thiazide diuretics reduce the risk of hip fracture in adults?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do treatments for anemia improve outcomes in people with HIV infection and AIDS?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Are fluoroquinolone antibiotics effective for treating enteric fever?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does intravenous pentoxifylline reduce mortality in neonates with sepsis and NEC when used with antibiotics?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Is pharmacological therapy or pacemaker implantation effective for treating vasovagal or carotid sinus syncope?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Does taking antihypertensive medication in the evening improve health outcomes compared to taking it in the morning?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does adding psychosocial support to standard maintenance treatment improve outcomes for opiate dependence?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Do granulocyte transfusions improve survival in neutropenic septic neonates?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is oral immunoglobulin effective and safe for treating rotavirus diarrhea in low birth weight infants?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does tobacco advertising increase the likelihood that nonsmoking adolescents will start smoking?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Does graduated driver licensing reduce crash rates among young drivers?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Does regular exercise improve health outcomes in adults with chronic kidney disease?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does postoperative chemotherapy improve survival for patients with endometrial cancer?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does treating iron deficiency anaemia in pregnancy improve outcomes for mothers and babies?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is venepuncture less painful than heel lance for blood sampling in term neonates?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do decision aids help people make better treatment or screening choices?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does administering human albumin reduce mortality in critically ill patients?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does vitamin A supplementation reduce the risk of chronic lung disease in very low birthweight infants?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do oral corticosteroids help improve lung function in cystic fibrosis?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do blinded assessments of risk of bias lead to different results compared to unblinded assessments?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: MEDIUM
QUESTION: Is there a beneficial effect of the intervention on patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is there a beneficial effect of the intervention on patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do social marketing interventions increase HIV/STI testing among men who have sex with men and transgender women?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do family-based prevention programs help reduce alcohol misuse in school-aged children?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are multi-component prevention programs effective in reducing alcohol misuse among school-aged children?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are foam wound dressings effective for healing foot ulcers in people with diabetes?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Are hydrogel wound dressings more effective than other types of dressings for healing foot ulcers in people with diabetes?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does adding inhaled corticosteroids to tiotropium and long-acting beta(2)-agonists improve treatment outcomes for chronic obstructive pulmonary disease?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does the route of corticosteroid administration affect maternal and neonatal health outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does home fortification of foods with micronutrient powders improve health outcomes in children under two years of age?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do single dose oral analgesics effectively relieve acute postoperative pain in adults?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Does the timing of closure affect the healing of traumatic wounds?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is rTMS an effective treatment for ALS?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does actively screening contacts of tuberculosis patients improve case detection rates?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do financial incentives for primary care physicians improve the quality of care?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do long-term blood transfusions reduce chronic chest complications in sickle cell disease?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Can virtual reality and interactive video gaming improve motor function after a stroke?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do weight-reducing diets help lower blood pressure in hypertensive patients?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do colony-stimulating factors improve survival outcomes in patients with acute myelogenous leukemia?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do psychological and pharmacological interventions improve depression in patients with coronary artery disease?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Are medical interventions effective for treating anthracycline-induced cardiotoxicity in childhood cancer patients?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do angiogenesis inhibitors improve survival in women with ovarian cancer?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does repairing buildings damaged by dampness and mould help reduce respiratory symptoms and infections?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is acupuncture effective and safe for treating pain in endometriosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is acupuncture effective in improving symptoms of autism spectrum disorders?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Do behavioral interventions effectively promote condom use among women living with HIV?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Is acupuncture effective in slowing the progression of myopia in children and adolescents?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do policy interventions help regulate the emigration of health professionals from low- and middle-income countries?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do topical anaesthetic eye drops reduce pain in infants during ROP screening?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are neurosurgical interventions effective for treating trigeminal neuralgia?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do probiotics help prevent acute upper respiratory tract infections?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do specialised antenatal clinics improve outcomes for women at high risk of preterm delivery compared to standard clinics?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does managerial supervision of health workers improve the quality of primary healthcare in low- and middle-income countries?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does elective neck dissection improve survival outcomes in patients with oral cavity and oropharyngeal cancers?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do certain interventions improve outcomes for patients with latent autoimmune diabetes in adults?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Do oral contraceptives help in treating functional ovarian cysts?   ||| LABEL: REFUTED   ||| LEVEL: HIGH
